frame_number,vehicle_count,processing_time_seconds
1496,0,0.161202
1497,0,0.14516
1498,0,0.178851
1499,0,0.198676
1500,0,0.174485
1501,0,0.174186
1502,0,0.16218
1503,0,0.153905
1504,0,0.192614
1505,0,0.194139
1506,0,0.171125
1507,0,0.191911
1508,0,0.179462
1509,0,0.184882
1510,0,0.160482
1511,0,0.160922
1512,0,0.185357
1513,0,0.17907
1514,0,0.163418
1515,0,0.158269
1516,0,0.156507
1517,0,0.163885
1518,0,0.159429
1519,0,0.16283
1520,0,0.15529
1521,0,0.18083
1522,0,0.154083
1523,0,0.158842
1524,0,0.159605
1525,0,0.157301
1526,0,0.161627
1527,0,0.158113
1528,0,0.161402
1529,0,0.159829
1530,0,0.169249
1531,0,0.206117
1532,0,0.183704
1533,0,0.173534
1534,0,0.161952
1535,0,0.167011
1536,0,0.158436
1537,0,0.154726
1538,0,0.154338
1539,0,0.154971
1540,0,0.155959
1541,0,0.15137
1542,0,0.149474
1543,0,0.15284
1544,0,0.154928
1545,0,0.146
1546,0,0.147796
1547,0,0.149127
1548,0,0.154169
1549,0,0.157302
1550,0,0.148844
1551,0,0.148418
1552,0,0.147601
1553,0,0.148973
1554,0,0.147759
1555,0,0.154024
1556,0,0.170254
1557,0,0.161904
1558,0,0.158893
1559,0,0.178717
1560,0,0.167921
1561,0,0.1866
1562,0,0.155841
1563,0,0.164319
1564,0,0.189662
1565,0,0.169743
1566,0,0.173481
1567,0,0.186559
1568,0,0.158113
1569,0,0.153074
1570,0,0.18823
1571,0,0.169163
1572,0,0.149575
1573,0,0.160169
1574,0,0.156891
1575,0,0.14567
1576,0,0.147215
1577,0,0.145881
1578,0,0.160665
1579,0,0.143161
1580,0,0.151837
1581,0,0.146769
1582,0,0.152747
1583,0,0.152084
1584,0,0.150678
1585,0,0.150973
1586,0,0.147858
1587,0,0.149688
1588,0,0.14608
1589,0,0.143669
1590,0,0.150044
1591,0,0.154203
1592,0,0.147055
1593,0,0.146468
1594,0,0.184912
1595,0,0.155898
1596,0,0.15885
1597,0,0.15059
1598,0,0.152024
1599,0,0.151609
1600,0,0.146049
1601,0,0.148391
1602,0,0.1477
1603,0,0.145981
1604,0,0.146357
1605,0,0.146347
1606,0,0.145733
1607,0,0.152119
1608,0,0.151415
1609,0,0.152335
1610,0,0.150581
1611,0,0.154858
1612,0,0.151413
1613,0,0.150678
1614,0,0.150188
1615,0,0.152219
1616,0,0.150692
1617,0,0.147539
1618,0,0.151987
1619,0,0.158865
1620,0,0.156426
1621,0,0.308665
1622,0,0.181958
1623,0,0.154698
1624,0,0.144111
1625,0,0.159214
1626,0,0.167665
1627,0,0.164614
1628,0,0.157789
1629,0,0.151931
1630,0,0.152003
1631,0,0.16331
1632,0,0.149259
1633,0,0.146653
1634,0,0.153806
1635,0,0.149889
1636,0,0.150695
1637,0,0.148493
1638,0,0.150543
1639,0,0.151523
1640,0,0.151594
1641,0,0.152262
1642,0,0.152942
1643,0,0.151274
1644,0,0.149575
1645,0,0.15072
1646,0,0.149417
1647,0,0.149565
1648,0,0.145245
1649,0,0.153813
1650,0,0.145887
1651,0,0.163474
1652,0,0.154246
1653,0,0.156727
1654,0,0.154192
1655,0,0.15608
1656,0,0.160952
1657,0,0.157447
1658,0,0.145114
1659,0,0.148204
1660,0,0.150828
1661,0,0.152235
1662,0,0.150778
1663,1,0.158899
1664,1,0.150785
1665,1,0.154811
1666,0,0.168727
1667,1,0.155507
1668,1,0.160922
1669,1,0.161078
1670,1,0.154754
1671,1,0.178577
1672,1,0.14469
1673,1,0.145853
1674,1,0.151634
1675,1,0.152113
1676,1,0.150299
1677,1,0.149754
1678,1,0.153211
1679,1,0.156743
1680,1,0.148975
1681,1,0.158318
1682,1,0.145345
1683,1,0.147829
1684,1,0.160105
1685,1,0.159484
1686,1,0.158645
1687,1,0.155637
1688,1,0.168627
1689,1,0.155378
1690,1,0.155011
1691,1,0.146954
1692,1,0.223012
1693,1,0.153833
1694,1,0.146251
1695,1,0.142921
1696,1,0.141967
1697,1,0.138816
1698,1,0.171031
1699,1,0.162635
1700,1,0.164441
1701,1,0.169834
1702,1,0.202535
1703,1,0.18904
1704,1,0.192467
1705,1,0.196281
1706,1,0.19776
1707,1,0.19514
1708,1,0.210747
1709,1,0.206767
1710,1,0.199362
1711,1,0.183038
1712,1,0.186265
1713,1,0.185408
1714,1,0.166993
1715,1,0.177471
1716,1,0.175573
1717,1,0.172683
1718,1,0.169844
1719,1,0.168745
1720,1,0.171275
1721,1,0.164592
1722,1,0.162579
1723,1,0.17296
1724,1,0.167076
1725,1,0.166494
1726,1,0.164405
1727,1,0.160995
1728,1,0.163185
1729,1,0.166675
1730,1,0.165387
1731,1,0.160441
1732,1,0.166675
1733,1,0.160209
1734,1,0.166611
1735,1,0.175995
1736,1,0.239374
1737,1,0.15709
1738,1,0.150553
1739,1,0.149488
1740,1,0.149213
1741,1,0.149133
1742,1,0.140836
1743,1,0.138697
1744,1,0.142894
1745,1,0.287433
1746,1,0.206982
1747,1,0.182646
1748,1,0.16321
1749,1,0.079208
1750,1,0.064984
1751,1,0.067093
1752,1,0.061677
1753,1,0.061502
1754,1,0.063057
1755,1,0.064248
1756,1,0.059081
1757,1,0.061174
1758,1,0.058791
1759,1,0.061375
1760,1,0.059533
1761,1,0.060105
1762,1,0.062118
1763,1,0.063269
1764,1,0.06141
1765,1,0.061077
1766,1,0.059851
1767,1,0.058158
1768,1,0.060586
1769,1,0.08083
1770,1,0.081918
1771,1,0.090428
1772,1,0.070893
1773,1,0.071533
1774,1,0.058458
1775,1,0.060437
1776,1,0.063721
1777,1,0.066318
1778,1,0.184943
1779,1,0.137633
1780,1,0.148379
1781,1,0.146436
1782,1,0.14875
1783,1,0.147729
1784,1,0.133883
1785,1,0.194307
1786,1,0.283365
1787,1,0.148155
1788,1,0.136401
1789,1,0.148221
1790,1,0.138199
1791,1,0.135426
1792,1,0.140099
1793,1,0.201424
1794,1,0.15809
1795,1,0.141695
1796,1,0.143495
1797,1,0.147088
1798,1,0.148004
1799,1,0.152314
1800,1,0.140459
1801,1,0.234258
1802,1,0.162944
1803,1,0.152575
1804,1,0.141605
1805,1,0.153498
1806,1,0.162322
1807,1,0.19468
1808,1,0.193601
1809,1,0.176636
1810,1,0.184347
1811,1,0.198809
1812,1,0.197486
1813,1,0.18872
1814,1,0.18343
1815,1,0.173098
1816,1,0.162141
1817,1,0.161821
1818,1,0.20373
1819,1,0.209641
1820,1,0.199098
1821,1,0.191896
1822,1,0.169586
1823,1,0.193136
1824,1,0.184698
1825,1,0.188847
1826,1,0.183301
1827,1,0.188987
1828,1,0.200196
1829,1,0.194232
1830,1,0.191657
1831,1,0.204391
1832,1,0.198798
1833,1,0.182022
1834,1,0.173892
1835,1,0.172872
1836,1,0.186031
1837,1,0.267732
1838,1,0.189709
1839,1,0.181136
1840,1,0.167982
1841,1,0.157432
1842,1,0.131817
1843,1,0.154918
1844,1,0.14431
1845,1,0.220584
1846,1,0.165158
1847,1,0.152761
1848,1,0.148805
1849,1,0.15083
1850,1,0.151376
1851,1,0.144621
1852,1,0.177586
1853,1,0.17373
1854,1,0.175673
1855,1,0.255056
1856,1,0.176538
1857,1,0.165458
1858,1,0.17223
1859,1,0.173895
1860,1,0.15729
1861,1,0.157015
1862,1,0.165483
1863,1,0.143683
1864,1,0.152394
1865,1,0.157815
1866,1,0.154871
1867,1,0.242015
1868,1,0.164961
1869,1,0.141714
1870,1,0.144844
1871,1,0.131069
1872,1,0.139415
1873,1,0.145403
1874,1,0.13179
1875,1,0.138016
1876,1,0.141973
1877,1,0.129043
1878,0,0.123694
1879,0,0.138913
1880,0,0.121834
1881,1,0.12114
1882,0,0.136137
1883,0,0.144682
1884,0,0.144159
1885,0,0.143017
1886,0,0.194013
1887,0,0.158338
1888,0,0.163584
1889,0,0.159086
1890,0,0.158362
1891,0,0.169413
1892,0,0.152922
1893,0,0.164825
1894,0,0.1615
1895,0,0.155925
1896,0,0.169126
1897,0,0.164371
1898,0,0.173005
1899,0,0.167315
1900,0,0.1564
1901,0,0.159822
1902,0,0.159841
1903,0,0.160575
1904,0,0.159921
1905,0,0.157826
1906,0,0.16068
1907,0,0.158469
1908,0,0.158852
1909,0,0.156082
1910,0,0.16788
1911,0,0.168509
1912,0,0.157877
1913,0,0.162932
1914,0,0.163402
1915,0,0.161166
1916,0,0.158747
1917,0,0.158959
1918,0,0.16405
1919,0,0.158273
1920,0,0.156586
1921,0,0.158569
1922,0,0.162863
1923,0,0.160783
1924,0,0.16877
1925,0,0.166356
1926,0,0.183231
1927,0,0.171637
1928,0,0.172294
1929,0,0.179997
1930,0,0.167914
1931,0,0.175294
1932,0,0.190195
1933,0,0.169777
1934,0,0.181304
1935,0,0.163231
1936,0,0.16305
1937,0,0.183455
1938,0,0.158987
1939,0,0.166743
1940,0,0.187083
1941,0,0.159455
1942,0,0.164454
1943,0,0.193655
1944,0,0.16436
1945,0,0.170584
1946,0,0.191168
1947,0,0.162153
1948,0,0.161407
1949,0,0.17518
1950,0,0.182846
1951,0,0.170747
1952,0,0.161566
1953,0,0.159478
1954,0,0.162762
1955,0,0.166314
1956,0,0.166163
1957,0,0.161779
1958,0,0.166374
1959,0,0.161948
1960,0,0.15392
1961,0,0.148415
1962,0,0.179144
1963,0,0.133899
1964,0,0.138168
1965,0,0.137627
1966,0,0.137857
1967,0,0.133211
1968,0,0.137814
1969,0,0.11842
1970,0,0.139921
1971,0,0.142552
1972,0,0.140332
1973,0,0.143441
1974,0,0.145982
1975,0,0.146922
1976,0,0.142597
1977,0,0.150049
1978,0,0.132257
1979,0,0.148915
1980,0,0.138347
1981,0,0.150426
1982,0,0.119896
1983,0,0.133957
1984,0,0.129822
1985,0,0.253743
1986,0,0.289569
1987,0,0.165333
1988,0,0.164308
1989,0,0.176293
1990,0,0.190484
1991,0,0.239326
1992,0,0.167109
1993,0,0.178461
1994,0,0.188267
1995,0,0.188356
1996,0,0.184682
1997,0,0.159217
1998,0,0.169268
1999,0,0.180346
2000,0,0.173343
2001,0,0.178318
2002,0,0.173989
2003,0,0.188549
2004,0,0.165583
2005,0,0.19015
2006,0,0.16153
2007,0,0.157341
2008,0,0.167132
2009,0,0.166176
2010,0,0.161661
2011,0,0.163553
2012,0,0.164751
2013,0,0.150045
2014,0,0.161718
2015,0,0.162774
2016,0,0.134734
2017,0,0.229894
2018,0,0.153489
2019,0,0.18202
2020,0,0.160216
2021,0,0.15189
2022,0,0.152447
2023,0,0.178014
2024,0,0.169076
2025,0,0.166119
2026,0,0.168134
2027,0,0.174165
2028,0,0.163907
2029,0,0.174849
2030,0,0.182661
2031,0,0.162545
2032,0,0.170249
2033,0,0.177918
2034,0,0.177699
2035,0,0.159119
2036,0,0.139864
2037,0,0.143672
2038,0,0.141694
2039,0,0.151328
2040,0,0.196283
2041,0,0.155999
2042,0,0.144884
2043,0,0.148889
2044,0,0.145688
2045,0,0.171302
2046,0,0.150179
2047,0,0.144217
2048,0,0.138293
2049,0,0.144346
2050,0,0.132064
2051,0,0.122761
2052,0,0.138236
2053,0,0.134141
2054,0,0.131729
2055,0,0.140443
2056,0,0.130143
2057,0,0.1398
2058,0,0.119882
2059,0,0.138976
2060,0,0.132759
2061,0,0.139302
2062,0,0.118038
2063,0,0.140436
2064,0,0.143717
2065,0,0.144367
2066,0,0.144599
2067,0,0.141557
2068,0,0.13642
2069,0,0.149025
2070,0,0.128896
2071,0,0.141365
2072,0,0.145885
2073,0,0.149774
2074,0,0.121491
2075,0,0.137763
2076,0,0.146314
2077,0,0.117193
2078,0,0.123105
2079,0,0.144937
2080,0,0.123797
2081,0,0.131516
2082,0,0.136363
2083,0,0.142443
2084,0,0.139686
2085,0,0.148826
2086,0,0.160662
2087,0,0.157486
2088,0,0.153431
2089,0,0.155059
2090,0,0.13514
2091,0,0.13174
2092,0,0.138021
2093,0,0.148999
2094,0,0.137043
2095,0,0.132564
2096,0,0.153324
2097,0,0.160632
2098,0,0.156899
2099,0,0.159842
2100,0,0.155672
2101,0,0.160101
2102,0,0.152994
2103,0,0.174281
2104,0,0.161035
2105,0,0.164774
2106,0,0.164532
2107,0,0.170057
2108,0,0.180113
2109,0,0.166937
2110,0,0.159531
2111,0,0.169269
2112,0,0.158205
2113,0,0.157896
2114,0,0.159709
2115,0,0.152983
2116,0,0.141234
2117,0,0.144443
2118,0,0.135435
2119,0,0.143602
2120,0,0.195882
2121,0,0.144837
2122,0,0.135152
2123,0,0.143589
2124,0,0.13803
2125,0,0.132045
2126,0,0.145094
2127,0,0.130158
2128,0,0.128681
2129,0,0.138836
2130,0,0.12919
2131,0,0.139128
2132,0,0.147951
2133,0,0.153728
2134,0,0.155956
2135,0,0.149974
2136,0,0.142088
2137,0,0.134835
2138,0,0.137143
2139,0,0.12977
2140,0,0.138736
2141,0,0.132552
2142,0,0.148341
2143,0,0.149664
2144,0,0.147683
2145,0,0.136468
2146,0,0.152234
2147,0,0.132022
2148,0,0.127954
2149,0,0.139287
2150,0,0.131199
2151,0,0.135159
2152,0,0.125274
2153,0,0.128765
2154,0,0.136118
2155,0,0.139314
2156,0,0.141662
2157,0,0.145185
2158,0,0.140932
2159,0,0.138661
2160,0,0.13134
2161,0,0.142202
2162,0,0.1628
2163,0,0.143341
2164,0,0.136613
2165,0,0.144951
2166,0,0.131032
2167,0,0.126858
2168,0,0.123606
2169,0,0.129775
2170,0,0.15833
2171,0,0.143852
2172,0,0.143003
2173,0,0.146226
2174,0,0.172096
2175,0,0.160415
2176,0,0.141443
2177,0,0.158203
2178,0,0.159835
2179,0,0.164783
2180,0,0.183071
2181,0,0.153804
2182,0,0.181225
2183,0,0.16235
2184,0,0.148181
2185,0,0.138364
2186,0,0.143438
2187,0,0.179399
2188,0,0.14216
2189,0,0.14333
2190,0,0.145918
2191,0,0.146363
2192,0,0.143517
2193,0,0.162866
2194,0,0.149726
2195,0,0.14142
2196,0,0.194276
2197,0,0.170383
2198,0,0.219117
2199,0,0.146362
2200,0,0.142786
2201,0,0.167499
2202,0,0.148821
2203,0,0.148768
2204,0,0.190553
2205,0,0.15426
2206,0,0.139551
2207,0,0.178839
2208,0,0.153957
2209,0,0.169122
2210,0,0.166404
2211,0,0.153963
2212,0,0.169239
2213,0,0.177534
2214,0,0.161734
2215,0,0.148627
2216,0,0.137458
2217,0,0.140203
2218,0,0.151442
2219,0,0.148327
2220,0,0.153858
2221,0,0.136598
2222,0,0.168973
2223,0,0.14256
2224,0,0.134847
2225,0,0.174894
2226,0,0.166637
2227,0,0.155455
2228,0,0.152581
2229,0,0.16715
2230,0,0.141235
2231,0,0.134022
2232,0,0.15596
2233,0,0.173721
2234,0,0.145799
2235,0,0.155454
2236,0,0.137183
2237,0,0.146751
2238,0,0.133188
2239,0,0.140982
2240,0,0.158191
2241,0,0.14873
2242,0,0.140608
2243,0,0.152839
2244,0,0.132236
2245,0,0.143689
2246,0,0.143038
2247,0,0.147504
2248,0,0.141204
2249,0,0.154807
2250,0,0.150164
2251,0,0.160491
2252,0,0.16733
2253,0,0.149453
2254,0,0.153077
2255,0,0.156705
2256,0,0.158018
2257,0,0.151996
2258,0,0.150028
2259,0,0.148239
2260,0,0.152245
2261,0,0.154676
2262,0,0.163186
2263,0,0.16475
2264,0,0.166416
2265,0,0.16092
2266,0,0.15956
2267,0,0.163366
2268,0,0.16161
2269,0,0.1699
2270,0,0.167092
2271,0,0.155463
2272,0,0.152129
2273,0,0.157435
2274,0,0.154653
2275,0,0.167917
2276,0,0.166214
2277,0,0.155179
2278,0,0.15398
2279,0,0.162615
2280,0,0.153905
2281,0,0.158836
2282,0,0.167985
2283,0,0.168048
2284,0,0.165187
2285,0,0.14013
2286,0,0.155121
2287,0,0.152323
2288,0,0.157005
2289,0,0.161898
2290,0,0.150482
2291,0,0.132014
2292,0,0.143818
2293,0,0.144848
2294,0,0.156393
2295,0,0.136834
2296,0,0.149165
2297,0,0.149137
2298,0,0.143831
2299,0,0.152344
2300,0,0.165859
2301,0,0.15461
2302,0,0.163067
2303,0,0.160525
2304,0,0.151181
2305,0,0.156398
2306,0,0.161747
2307,0,0.157065
2308,0,0.153654
2309,0,0.162478
2310,0,0.149749
2311,0,0.163878
2312,0,0.160545
2313,0,0.16043
2314,0,0.161834
2315,0,0.152264
2316,0,0.168174
2317,0,0.214446
2318,0,0.128928
2319,0,0.157611
2320,0,0.152872
2321,0,0.149225
2322,0,0.151518
2323,0,0.165249
2324,0,0.152366
2325,0,0.152443
2326,0,0.155384
2327,0,0.157452
2328,0,0.15483
2329,0,0.151259
2330,0,0.151636
2331,0,0.150184
2332,0,0.152268
2333,0,0.152363
2334,0,0.151823
2335,0,0.151097
2336,0,0.155002
2337,0,0.153522
2338,0,0.153085
2339,0,0.153127
2340,0,0.150588
2341,0,0.15272
2342,0,0.150894
2343,0,0.152589
2344,0,0.162073
2345,0,0.163505
2346,0,0.169292
2347,0,0.153644
2348,0,0.149589
2349,0,0.15562
2350,0,0.155669
2351,0,0.151536
2352,0,0.154479
2353,0,0.151879
2354,0,0.150093
2355,0,0.151405
2356,0,0.148463
2357,0,0.152715
2358,0,0.153135
2359,0,0.148288
2360,0,0.147284
2361,0,0.151965
2362,0,0.14945
2363,0,0.149384
2364,0,0.149921
2365,0,0.1499
2366,0,0.152387
2367,0,0.223408
2368,0,0.154451
2369,0,0.152321
2370,0,0.15307
2371,0,0.153797
2372,0,0.149266
2373,0,0.153941
2374,0,0.152477
2375,0,0.153547
2376,0,0.152346
2377,0,0.148968
2378,0,0.15694
2379,0,0.1532
2380,0,0.150061
2381,0,0.154884
2382,0,0.149305
2383,0,0.148527
2384,0,0.153972
2385,0,0.152482
2386,0,0.146978
2387,0,0.150168
2388,1,0.152368
2389,1,0.150433
2390,1,0.176245
2391,0,0.148646
2392,1,0.151206
2393,0,0.152106
2394,0,0.147028
2395,1,0.144849
2396,1,0.144541
2397,1,0.148951
2398,1,0.15177
2399,1,0.144522
2400,1,0.145708
2401,1,0.152147
2402,1,0.156425
2403,1,0.161933
2404,1,0.157602
2405,1,0.164756
2406,1,0.162255
2407,1,0.152307
2408,1,0.158289
2409,1,0.16175
2410,1,0.163397
2411,1,0.157667
2412,1,0.133415
2413,1,0.127773
2414,1,0.228627
2415,1,0.148489
2416,1,0.149988
2417,1,0.150764
2418,1,0.150892
2419,1,0.147961
2420,1,0.153037
2421,1,0.150493
2422,1,0.15396
2423,1,0.158757
2424,1,0.153697
2425,1,0.149879
2426,1,0.160991
2427,1,0.162201
2428,1,0.149493
2429,1,0.154512
2430,1,0.15742
2431,1,0.165159
2432,1,0.154578
2433,1,0.147269
2434,1,0.132913
2435,1,0.15547
2436,1,0.160006
2437,1,0.156163
2438,1,0.148019
2439,1,0.15559
2440,1,0.159479
2441,1,0.16008
2442,1,0.156098
2443,1,0.158873
2444,1,0.149145
2445,1,0.152665
2446,1,0.157314
2447,1,0.161358
2448,1,0.153093
2449,1,0.152094
2450,1,0.149477
2451,1,0.153756
2452,1,0.153982
2453,1,0.153946
2454,1,0.150189
2455,1,0.155172
2456,1,0.153977
2457,1,0.152229
2458,1,0.149975
2459,1,0.15088
2460,1,0.150947
2461,1,0.155991
2462,1,0.149886
2463,1,0.153767
2464,1,0.150895
2465,1,0.150158
2466,1,0.151776
2467,1,0.153427
2468,1,0.150818
2469,1,0.14404
2470,1,0.153059
2471,1,0.214208
2472,1,0.159805
2473,1,0.150738
2474,1,0.147964
2475,1,0.146965
2476,1,0.160576
2477,1,0.154914
2478,1,0.157651
2479,1,0.156943
2480,1,0.163467
2481,1,0.162193
2482,1,0.158527
2483,1,0.158744
2484,1,0.159865
2485,1,0.152052
2486,1,0.151527
2487,1,0.153929
2488,1,0.155489
2489,1,0.163826
2490,1,0.155799
2491,1,0.154144
2492,1,0.164087
2493,1,0.164585
2494,1,0.151452
2495,1,0.150407
2496,1,0.154428
2497,1,0.155061
2498,1,0.160453
2499,1,0.178028
2500,1,0.163555
2501,1,0.216064
2502,1,0.148013
2503,1,0.145936
2504,1,0.152139
2505,1,0.131161
2506,1,0.13896
2507,1,0.146818
2508,1,0.158677
2509,1,0.160668
2510,1,0.152375
2511,1,0.156259
2512,1,0.164504
2513,1,0.159239
2514,1,0.157522
2515,1,0.160509
2516,1,0.163052
2517,1,0.158835
2518,1,0.158188
2519,1,0.164732
2520,1,0.152856
2521,1,0.14255
2522,1,0.221908
2523,1,0.158679
2524,1,0.198993
2525,1,0.159562
2526,1,0.160059
2527,1,0.148277
2528,1,0.161133
2529,1,0.149903
2530,1,0.155992
2531,1,0.145285
2532,1,0.148367
2533,1,0.151359
2534,1,0.158894
2535,1,0.159082
2536,1,0.151462
2537,1,0.147806
2538,1,0.14972
2539,1,0.148093
2540,1,0.151936
2541,1,0.161538
2542,1,0.15839
2543,1,0.15918
2544,1,0.142468
2545,1,0.145017
2546,1,0.136893
2547,1,0.152633
2548,1,0.153775
2549,1,0.154192
2550,1,0.155833
2551,1,0.158468
2552,1,0.153184
2553,1,0.166508
2554,1,0.15952
2555,1,0.165912
2556,1,0.181634
2557,1,0.15331
2558,1,0.170062
2559,1,0.168704
2560,1,0.140861
2561,1,0.137899
2562,2,0.158469
2563,2,0.177491
2564,2,0.242966
2565,1,0.182623
2566,1,0.170248
2567,1,0.154524
2568,1,0.177496
2569,1,0.154573
2570,1,0.165551
2571,1,0.158534
2572,1,0.167796
2573,1,0.184024
2574,1,0.16436
2575,1,0.177801
2576,1,0.151694
2577,1,0.192277
2578,1,0.201184
2579,1,0.147773
2580,1,0.152871
2581,1,0.153003
2582,1,0.157009
2583,1,0.152925
2584,1,0.176849
2585,1,0.162389
2586,1,0.169143
2587,1,0.152749
2588,1,0.149328
2589,2,0.170467
2590,2,0.16386
2591,1,0.148776
2592,1,0.151362
2593,0,0.177223
2594,0,0.170491
2595,1,0.161492
2596,1,0.159918
2597,1,0.16444
2598,1,0.410934
2599,1,0.189025
2600,1,0.156164
2601,1,0.179199
2602,1,0.186323
2603,1,0.174963
2604,1,0.157081
2605,1,0.169647
2606,1,0.183201
2607,1,0.316719
2608,1,0.157461
2609,1,0.164755
2610,1,0.201424
2611,1,0.175883
2612,1,0.161155
2613,1,0.160087
2614,1,0.159821
2615,0,0.162517
2616,0,0.177076
2617,0,0.205513
2618,0,0.157073
2619,0,0.165664
2620,0,0.162765
2621,0,0.307746
2622,0,0.16514
2623,0,0.200915
2624,0,0.1548
2625,0,0.201269
2626,1,0.207874
2627,0,0.195997
2628,0,0.170326
2629,0,0.161128
2630,0,0.168875
2631,0,0.16178
2632,0,0.146485
2633,0,0.15468
2634,0,0.154742
2635,0,0.158818
2636,0,0.150839
2637,0,0.153261
2638,0,0.182694
2639,0,0.195522
2640,0,0.158997
2641,0,0.154273
2642,0,0.158606
2643,0,0.160544
2644,0,0.158159
2645,0,0.156858
2646,0,0.160709
2647,0,0.156624
2648,0,0.154432
2649,0,0.156966
2650,0,0.1531
2651,0,0.153901
2652,0,0.160799
2653,0,0.170234
2654,0,0.164319
2655,0,0.155246
2656,0,0.156425
2657,0,0.158168
2658,0,0.158369
2659,0,0.157694
2660,0,0.165621
2661,0,0.163613
2662,0,0.162128
2663,0,0.183918
2664,0,0.169893
2665,0,0.166492
2666,0,0.17118
2667,0,0.17164
2668,0,0.162057
2669,0,0.179993
2670,0,0.157536
2671,0,0.157048
2672,0,0.173229
2673,0,0.151128
2674,0,0.15476
2675,0,0.182208
2676,0,0.161015
2677,0,0.153611
2678,0,0.161849
2679,0,0.204658
2680,0,0.205731
2681,0,0.194676
2682,0,0.193217
2683,0,0.181051
2684,0,0.182916
2685,0,0.154452
2686,0,0.158048
2687,0,0.158213
2688,0,0.15563
2689,0,0.16044
2690,0,0.151796
2691,0,0.156778
2692,0,0.158308
2693,0,0.152291
2694,0,0.141415
2695,0,0.15469
2696,0,0.153125
2697,0,0.154231
2698,0,0.146379
2699,0,0.151507
2700,0,0.155503
2701,0,0.170892
2702,0,0.222151
2703,0,0.161803
2704,0,0.168894
2705,0,0.165332
2706,0,0.170203
2707,0,0.159381
2708,0,0.299035
2709,0,0.162952
2710,0,0.155908
2711,0,0.156251
2712,0,0.158173
2713,0,0.153584
2714,0,0.153775
2715,0,0.154436
2716,0,0.154743
2717,0,0.148095
2718,0,0.152141
2719,0,0.156241
2720,0,0.200288
2721,0,0.18739
2722,0,0.15843
2723,0,0.152921
2724,0,0.15762
2725,0,0.160726
2726,0,0.185996
2727,0,0.198548
2728,0,0.160271
2729,0,0.152984
2730,0,0.162918
2731,0,0.201357
2732,0,0.186612
2733,0,0.177028
2734,0,0.158645
2735,0,0.195529
2736,0,0.185275
2737,0,0.150661
2738,0,0.153249
2739,0,0.157129
2740,0,0.153343
2741,0,0.157992
2742,0,0.163103
2743,0,0.158336
2744,0,0.153683
2745,0,0.154645
2746,0,0.162012
2747,0,0.181826
2748,0,0.177024
2749,0,0.157803
2750,0,0.146733
2751,0,0.159498
2752,0,0.19564
2753,0,0.181771
2754,0,0.149418
2755,0,0.150548
2756,0,0.189178
2757,0,0.173021
2758,0,0.157147
2759,0,0.151583
2760,0,0.156781
2761,0,0.196988
2762,0,0.178934
2763,0,0.162466
2764,0,0.192619
2765,0,0.192854
2766,0,0.176174
2767,0,0.197547
2768,0,0.192318
2769,0,0.164061
2770,0,0.154029
2771,0,0.156773
2772,0,0.154317
2773,0,0.158385
2774,0,0.186806
2775,0,0.179594
2776,0,0.154136
2777,0,0.196166
2778,0,0.206823
2779,0,0.200069
2780,0,0.160795
2781,0,0.153395
2782,0,0.154225
2783,1,0.178819
2784,1,0.192428
2785,1,0.18807
2786,1,0.191769
2787,1,0.163152
2788,1,0.153091
2789,1,0.151728
2790,1,0.15404
2791,1,0.19211
2792,1,0.19081
2793,1,0.211989
2794,1,0.181316
2795,1,0.197279
2796,1,0.199536
2797,1,0.195154
2798,1,0.191042
2799,1,0.159206
2800,1,0.160179
2801,1,0.161582
2802,1,0.299162
2803,1,0.160002
2804,1,0.154935
2805,1,0.156784
2806,1,0.16063
2807,1,0.163132
2808,1,0.171534
2809,1,0.165018
2810,1,0.16226
2811,1,0.159377
2812,1,0.1623
2813,1,0.16798
2814,1,0.158333
2815,1,0.157433
2816,1,0.164679
2817,1,0.157956
2818,1,0.166606
2819,1,0.161016
2820,1,0.162934
2821,1,0.156666
2822,1,0.155726
2823,1,0.161998
2824,1,0.157357
2825,1,0.159508
2826,1,0.170223
2827,1,0.169293
2828,1,0.163196
2829,1,0.162436
2830,1,0.153883
2831,1,0.159799
2832,1,0.150303
2833,1,0.150245
2834,1,0.151044
2835,0,0.146582
2836,1,0.149657
2837,1,0.149122
2838,1,0.149183
2839,1,0.148939
2840,1,0.210384
2841,1,0.189292
2842,1,0.179783
2843,1,0.156928
2844,1,0.155162
2845,1,0.190249
2846,1,0.144333
2847,1,0.146069
2848,1,0.151719
2849,1,0.246837
2850,1,0.215332
2851,1,0.178672
2852,1,0.179614
2853,1,0.083402
2854,1,0.069495
2855,1,0.060942
2856,1,0.069598
2857,1,0.057988
2858,1,0.073113
2859,1,0.069672
2860,1,0.065209
2861,1,0.063623
2862,1,0.06182
2863,1,0.057008
2864,1,0.057722
2865,1,0.057566
2866,1,0.05868
2867,1,0.061273
2868,1,0.062016
2869,1,0.058094
2870,1,0.059005
2871,1,0.054216
2872,1,0.05583
2873,1,0.054171
2874,1,0.05843
2875,1,0.059285
2876,1,0.059558
2877,1,0.056765
2878,1,0.053775
2879,1,0.064495
2880,1,0.063902
2881,1,0.068664
2882,1,0.075547
2883,1,0.067518
2884,1,0.067468
2885,1,0.063892
2886,1,0.064351
2887,1,0.063092
2888,1,0.065098
2889,1,0.062191
2890,1,0.062959
2891,1,0.057655
2892,1,0.062589
2893,1,0.062079
