frame_number,vehicle_count,processing_time_seconds
522,0,0.056216
523,0,0.06793
524,0,0.068393
525,0,0.054552
526,0,0.056212
527,0,0.055508
528,0,0.054556
529,0,0.057013
530,0,0.05945
531,0,0.055478
532,0,0.052672
533,0,0.062578
534,0,0.071405
535,0,0.167452
536,0,0.176055
537,0,0.153058
538,0,0.153388
539,0,0.150123
540,0,0.175923
541,0,0.165979
542,0,0.158107
543,0,0.154667
544,0,0.176913
545,0,0.163733
546,0,0.158357
547,0,0.161045
548,0,0.15655
549,0,0.15202
550,0,0.152904
551,0,0.15175
552,0,0.147812
553,0,0.146731
554,0,0.150298
555,0,0.299758
556,0,0.166172
557,0,0.146117
558,0,0.149109
559,0,0.150503
560,0,0.144349
561,0,0.14563
562,0,0.151053
563,0,0.149423
564,0,0.151157
565,0,0.146367
566,0,0.143926
567,0,0.147435
568,0,0.148178
569,0,0.207073
570,0,0.149205
571,0,0.169349
572,0,0.157353
573,0,0.157276
574,0,0.16428
575,0,0.162067
576,0,0.154579
577,0,0.15736
578,0,0.151605
579,0,0.147842
580,0,0.140339
581,0,0.139337
582,0,0.146056
583,0,0.140563
584,0,0.1439
585,0,0.147161
586,0,0.151338
587,0,0.234087
588,0,0.1473
589,0,0.14255
590,0,0.144416
591,0,0.156862
592,0,0.152638
593,0,0.141466
594,0,0.15349
595,0,0.151542
596,0,0.147389
597,0,0.147803
598,0,0.228326
599,0,0.14783
600,0,0.137167
601,0,0.167923
602,0,0.143942
603,0,0.150442
604,0,0.15901
605,0,0.155855
606,0,0.149216
607,0,0.145538
608,0,0.147314
609,0,0.144603
610,0,0.149175
611,0,0.214567
612,0,0.149498
613,0,0.14832
614,0,0.150564
615,0,0.139345
616,0,0.14893
617,0,0.186365
618,0,0.179325
619,0,0.196907
620,0,0.177779
621,0,0.177098
622,0,0.187352
623,0,0.334804
624,0,0.159185
625,0,0.14396
626,0,0.14359
627,0,0.229604
628,0,0.152261
629,0,0.145537
630,0,0.14115
631,0,0.16008
632,0,0.142531
633,0,0.148655
634,0,0.15122
635,0,0.136891
636,0,0.149659
637,0,0.139128
638,0,0.141788
639,0,0.213728
640,0,0.166354
641,0,0.15363
642,0,0.153927
643,0,0.149385
644,0,0.083052
645,0,0.060658
646,0,0.059553
647,0,0.056984
648,0,0.056465
649,0,0.057081
650,0,0.058929
651,0,0.068958
652,0,0.06014
653,0,0.060496
654,0,0.06412
655,0,0.063586
656,0,0.061499
657,0,0.06194
658,0,0.058949
659,0,0.060205
660,0,0.065836
661,0,0.060085
662,0,0.062234
663,0,0.057934
664,0,0.055341
665,0,0.057461
666,0,0.056252
667,0,0.054584
668,0,0.054748
669,0,0.068158
670,0,0.063182
671,0,0.056807
672,0,0.060608
673,0,0.061559
674,0,0.060367
675,0,0.056985
676,0,0.054389
677,0,0.056905
678,0,0.057206
679,0,0.055852
680,0,0.057179
681,0,0.054568
682,0,0.054868
683,0,0.058873
684,0,0.133749
685,0,0.055764
686,0,0.05406
687,0,0.055587
688,0,0.055606
689,0,0.053985
690,0,0.055813
691,0,0.061865
692,0,0.057597
693,0,0.055179
694,0,0.053187
695,0,0.054112
696,0,0.054701
697,0,0.054656
698,0,0.061258
699,0,0.058961
700,0,0.101285
701,0,0.089512
702,0,0.057789
703,0,0.05774
704,0,0.057673
705,0,0.058437
706,0,0.057236
707,0,0.056257
708,0,0.058495
709,0,0.058081
710,0,0.054639
711,0,0.055183
712,0,0.06083
713,0,0.053914
714,0,0.055073
715,0,0.065517
716,0,0.19532
717,0,0.204616
718,0,0.188768
719,0,0.169058
720,0,0.095529
721,0,0.08294
722,0,0.0588
723,0,0.053789
724,0,0.066709
725,0,0.069805
726,0,0.06773
727,0,0.085458
728,0,0.094239
729,0,0.096985
730,0,0.075705
731,0,0.325993
732,0,0.17224
733,0,0.161594
734,0,0.160718
735,0,0.150646
736,0,0.15204
737,0,0.147094
738,0,0.144963
739,0,0.144229
740,0,0.150464
741,0,0.148145
742,0,0.142935
743,0,0.16844
744,0,0.160542
745,0,0.154978
746,0,0.15456
747,0,0.154148
748,0,0.151889
749,0,0.157679
750,0,0.152824
751,0,0.184613
752,0,0.176469
753,0,0.168581
754,0,0.178595
755,0,0.181515
756,0,0.172716
757,0,0.182966
758,0,0.174552
759,0,0.160199
760,0,0.149531
761,0,0.150254
762,0,0.14993
763,0,0.144829
764,0,0.150334
765,0,0.147032
766,0,0.15072
767,0,0.147543
768,0,0.151797
769,0,0.151835
770,0,0.147303
771,0,0.149654
772,0,0.149977
773,0,0.14719
774,0,0.1468
775,0,0.152967
776,0,0.304158
777,0,0.151374
778,0,0.153689
779,0,0.154396
780,0,0.248454
781,0,0.165799
782,0,0.153571
783,0,0.147547
784,0,0.150019
785,0,0.154535
786,0,0.156727
787,0,0.152637
788,0,0.160719
789,0,0.144074
790,0,0.149025
791,0,0.149162
792,0,0.151933
793,0,0.151846
794,0,0.150777
795,0,0.152628
796,0,0.148459
797,0,0.152381
798,0,0.15045
799,0,0.152025
800,0,0.14347
801,0,0.15284
802,0,0.155908
803,0,0.149408
804,0,0.154668
805,0,0.151185
806,0,0.151336
807,0,0.149793
808,0,0.147965
809,0,0.14778
810,0,0.152832
811,0,0.165481
812,0,0.151902
813,0,0.163965
814,0,0.166666
815,0,0.175969
816,0,0.177766
817,0,0.164935
818,0,0.166983
819,0,0.175624
820,0,0.17363
821,0,0.168894
822,0,0.163509
823,0,0.173627
824,0,0.180055
825,0,0.17242
826,0,0.153685
827,0,0.175595
828,0,0.149719
829,0,0.179731
830,0,0.149718
831,0,0.180454
832,0,0.14761
833,0,0.153864
834,0,0.175902
835,0,0.175608
836,0,0.152785
837,0,0.176021
838,0,0.183181
839,0,0.148594
840,0,0.148783
841,0,0.159735
842,0,0.147847
843,0,0.154546
844,0,0.159551
845,0,0.157601
846,0,0.156764
847,0,0.151875
848,0,0.153951
849,0,0.151393
850,0,0.156047
851,0,0.15185
852,0,0.154176
853,0,0.150565
854,0,0.152171
855,0,0.153419
856,0,0.152495
857,0,0.15039
858,0,0.151901
859,0,0.154291
860,0,0.150819
861,0,0.152784
862,0,0.14579
863,0,0.152144
864,0,0.145313
865,0,0.148996
866,0,0.148847
867,0,0.148169
868,0,0.150707
869,0,0.142829
870,0,0.143625
871,0,0.150844
872,0,0.142604
873,0,0.148238
874,0,0.151686
875,0,0.147756
876,0,0.144961
877,0,0.148107
878,0,0.155092
879,0,0.151195
880,0,0.149481
881,0,0.150368
882,0,0.149043
883,0,0.149702
884,0,0.151341
885,0,0.175812
886,0,0.150688
887,0,0.15471
888,0,0.158631
889,0,0.148056
890,0,0.155147
891,0,0.142467
892,0,0.142542
893,0,0.147961
894,0,0.144716
895,0,0.151484
896,0,0.150793
897,0,0.150193
898,0,0.142539
899,0,0.148306
900,0,0.142838
901,0,0.160324
902,0,0.144261
903,0,0.148867
904,0,0.154004
905,0,0.153349
906,0,0.153691
907,0,0.155207
908,0,0.155563
909,0,0.148117
910,0,0.147052
911,0,0.147685
912,0,0.148736
913,0,0.147799
914,0,0.144988
915,0,0.146649
916,0,0.147544
917,0,0.1439
918,0,0.149527
919,0,0.146716
920,0,0.146638
921,0,0.150428
922,0,0.145982
923,0,0.151401
924,0,0.153796
925,0,0.151161
926,0,0.154263
927,0,0.143575
928,0,0.152286
929,0,0.152537
930,0,0.150184
931,0,0.154805
932,0,0.161388
933,0,0.162559
934,0,0.177994
935,0,0.164356
936,0,0.1755
937,0,0.183194
938,0,0.151664
939,0,0.166724
940,0,0.148681
941,0,0.167472
942,0,0.150507
943,0,0.155246
944,0,0.168975
945,0,0.151887
946,0,0.161867
947,0,0.165588
948,0,0.157728
949,0,0.156009
950,0,0.16205
951,0,0.150216
952,0,0.150209
953,0,0.158978
954,0,0.160843
955,0,0.151478
956,0,0.151127
957,0,0.151575
958,0,0.147363
959,0,0.152118
960,0,0.152112
961,0,0.160993
962,0,0.150423
963,0,0.149315
964,0,0.153454
965,0,0.153396
966,0,0.167824
967,0,0.158598
968,0,0.154388
969,0,0.149686
970,0,0.151504
971,0,0.154991
972,0,0.06698
973,0,0.05703
974,0,0.059141
975,0,0.065568
976,0,0.068649
977,0,0.146392
978,0,0.053687
979,0,0.052701
980,0,0.053559
981,0,0.054537
982,0,0.054744
983,0,0.059652
984,0,0.061365
985,0,0.055014
986,0,0.054501
987,0,0.054042
988,0,0.055604
989,0,0.058855
990,0,0.057738
991,0,0.06366
992,0,0.059235
993,0,0.054769
994,0,0.053729
995,0,0.056538
996,0,0.054512
997,0,0.054105
998,0,0.057316
999,0,0.057678
1000,0,0.057588
1001,0,0.055108
1002,0,0.054065
1003,0,0.054912
1004,0,0.05576
1005,0,0.05521
1006,0,0.05568
1007,0,0.05595
1008,0,0.055855
1009,0,0.053346
1010,0,0.05483
1011,0,0.054556
1012,0,0.053563
1013,0,0.052286
1014,0,0.054026
1015,0,0.055871
1016,0,0.055561
1017,0,0.053048
1018,0,0.054405
1019,0,0.052641
1020,0,0.055972
1021,0,0.059666
1022,0,0.060468
1023,0,0.058293
1024,0,0.056495
1025,0,0.054444
1026,0,0.054817
1027,0,0.056333
1028,0,0.057981
1029,0,0.058777
1030,0,0.055225
1031,0,0.056951
1032,0,0.056502
1033,0,0.05767
1034,0,0.059001
1035,0,0.057419
1036,0,0.055483
1037,0,0.056773
1038,0,0.056734
1039,0,0.054517
1040,0,0.053973
1041,0,0.055181
1042,0,0.057537
1043,0,0.05545
1044,0,0.056305
1045,0,0.055149
1046,0,0.056028
1047,0,0.056725
1048,0,0.056553
1049,0,0.055253
1050,0,0.054883
1051,0,0.056735
1052,0,0.056012
1053,0,0.058417
1054,0,0.055
1055,0,0.053865
1056,0,0.055241
1057,0,0.058859
1058,0,0.054123
1059,0,0.054315
1060,0,0.053
1061,0,0.053039
1062,0,0.053713
1063,0,0.055561
1064,0,0.053684
1065,0,0.053818
1066,0,0.055136
1067,0,0.059106
1068,0,0.057995
1069,0,0.057656
1070,0,0.054913
1071,0,0.057373
1072,0,0.055008
1073,0,0.056843
1074,0,0.057811
1075,0,0.060598
1076,0,0.05536
1077,0,0.055453
1078,0,0.053136
1079,0,0.055855
1080,0,0.057719
1081,0,0.068068
1082,0,0.060345
1083,0,0.062876
1084,0,0.059174
1085,0,0.060014
1086,0,0.057825
1087,0,0.058622
1088,0,0.057564
1089,0,0.056741
1090,0,0.065781
1091,0,0.067303
1092,0,0.060586
1093,0,0.061444
1094,0,0.073079
1095,0,0.063926
1096,0,0.060506
1097,0,0.063761
1098,0,0.067486
1099,0,0.132933
1100,0,0.181911
1101,0,0.158402
1102,0,0.150209
1103,0,0.154135
1104,0,0.15962
1105,0,0.154386
1106,0,0.153687
1107,0,0.151681
1108,0,0.15285
1109,0,0.161794
1110,0,0.141008
1111,0,0.311728
1112,0,0.067723
1113,0,0.055408
1114,0,0.057142
1115,0,0.06782
1116,0,0.060505
1117,0,0.058802
1118,0,0.064375
1119,0,0.060354
1120,0,0.066257
1121,0,0.059579
1122,0,0.059256
1123,0,0.066269
1124,0,0.055552
1125,0,0.057601
1126,0,0.054221
1127,0,0.055693
1128,0,0.053281
1129,0,0.056049
1130,0,0.063124
1131,0,0.058821
1132,0,0.060257
1133,0,0.061097
1134,0,0.057414
1135,0,0.056819
1136,0,0.05488
1137,0,0.055532
1138,0,0.05656
1139,0,0.056612
1140,0,0.059004
1141,0,0.05975
1142,0,0.057261
1143,0,0.055064
1144,0,0.055643
1145,0,0.055241
1146,0,0.054427
1147,0,0.05525
1148,0,0.055999
1149,0,0.061225
1150,0,0.057913
1151,0,0.056007
1152,0,0.055329
1153,0,0.058061
1154,0,0.05665
1155,0,0.057153
1156,0,0.054862
1157,0,0.057767
1158,0,0.054778
1159,0,0.057665
1160,0,0.05596
1161,0,0.054767
1162,0,0.053685
1163,0,0.056016
1164,0,0.053382
1165,0,0.0551
1166,0,0.053802
1167,0,0.055012
1168,0,0.053772
1169,0,0.054556
1170,0,0.054534
1171,0,0.058006
1172,0,0.055332
1173,0,0.056849
1174,0,0.053028
1175,0,0.055062
1176,0,0.052665
1177,0,0.054101
1178,0,0.054493
1179,0,0.059828
1180,0,0.054964
1181,0,0.056979
1182,0,0.055895
1183,0,0.056904
1184,0,0.054536
1185,0,0.055156
1186,0,0.062073
1187,0,0.058691
1188,0,0.055185
1189,0,0.056102
1190,0,0.055682
1191,0,0.056198
1192,0,0.054325
1193,0,0.055492
1194,0,0.055849
1195,0,0.055424
1196,0,0.053862
1197,0,0.055881
1198,0,0.053308
1199,0,0.055125
1200,0,0.053623
1201,0,0.057582
1202,0,0.055122
1203,0,0.052441
1204,0,0.053492
1205,0,0.052635
1206,0,0.052883
1207,0,0.053511
1208,0,0.054016
1209,0,0.059646
1210,0,0.058624
1211,0,0.057066
1212,0,0.055489
1213,0,0.056077
1214,0,0.054002
1215,0,0.055697
1216,0,0.055196
1217,0,0.056242
1218,0,0.055063
1219,0,0.055909
1220,0,0.055102
1221,0,0.05464
1222,0,0.054077
1223,0,0.053309
1224,0,0.054692
1225,0,0.055046
1226,0,0.05368
1227,0,0.052637
1228,0,0.053915
1229,0,0.053026
1230,0,0.052722
1231,0,0.059589
1232,0,0.055405
1233,0,0.056681
1234,0,0.05498
1235,0,0.055068
1236,0,0.053358
1237,0,0.054454
1238,0,0.052859
1239,0,0.056681
1240,0,0.056435
1241,0,0.059428
1242,0,0.054864
1243,0,0.059433
1244,0,0.056236
1245,0,0.056843
1246,0,0.055046
1247,0,0.055428
1248,0,0.053812
1249,0,0.056777
1250,0,0.054751
1251,0,0.058064
1252,0,0.054191
1253,0,0.054234
1254,0,0.05364
1255,0,0.054073
1256,0,0.057409
1257,0,0.055311
1258,0,0.053014
1259,0,0.053614
1260,0,0.053834
1261,0,0.058672
1262,0,0.05676
1263,0,0.053718
1264,0,0.056021
1265,0,0.055266
1266,0,0.054847
1267,0,0.053622
1268,0,0.053635
1269,0,0.056487
1270,0,0.055037
1271,0,0.05728
1272,0,0.058897
1273,0,0.055833
1274,0,0.055465
1275,0,0.058503
1276,0,0.054336
1277,0,0.05545
1278,0,0.057077
1279,0,0.054685
1280,0,0.055431
1281,0,0.056829
1282,0,0.05449
1283,0,0.05362
1284,0,0.054413
1285,0,0.052628
1286,0,0.052546
1287,0,0.056362
1288,0,0.053177
1289,0,0.054159
1290,0,0.055539
1291,0,0.058251
1292,0,0.056946
1293,0,0.055064
1294,0,0.054071
1295,0,0.055588
1296,0,0.053539
1297,0,0.051798
1298,0,0.05339
1299,0,0.055726
1300,0,0.053873
1301,0,0.057014
1302,0,0.056224
1303,0,0.059032
1304,0,0.055733
1305,0,0.055666
1306,0,0.056875
1307,0,0.054962
1308,0,0.054937
1309,0,0.056077
1310,0,0.056265
1311,0,0.05569
1312,0,0.054271
1313,0,0.052465
1314,0,0.055068
1315,0,0.052797
1316,0,0.052692
1317,0,0.053582
1318,0,0.05719
1319,0,0.054251
1320,0,0.053886
1321,0,0.120307
1322,0,0.055862
1323,0,0.053763
1324,0,0.054994
1325,0,0.054391
1326,0,0.053167
1327,0,0.054114
1328,0,0.057447
1329,0,0.054532
1330,0,0.058378
1331,0,0.056778
1332,0,0.056804
1333,0,0.05694
1334,0,0.056319
1335,0,0.055744
1336,0,0.056194
1337,0,0.056608
1338,0,0.055751
1339,0,0.05657
1340,0,0.05661
1341,0,0.056113
1342,0,0.054609
1343,0,0.054934
1344,0,0.052593
1345,0,0.054455
1346,0,0.05577
1347,0,0.052055
1348,0,0.054443
1349,0,0.05191
1350,0,0.052771
1351,0,0.05934
1352,0,0.055966
1353,0,0.055146
1354,0,0.054751
1355,0,0.054647
1356,0,0.053349
1357,0,0.052815
1358,0,0.054182
1359,0,0.05949
1360,0,0.0559
1361,0,0.05485
1362,0,0.054863
1363,0,0.060239
1364,0,0.058596
1365,0,0.056611
1366,0,0.055563
1367,0,0.055081
1368,0,0.053924
1369,0,0.055165
1370,0,0.055764
1371,0,0.057883
1372,0,0.0546
1373,0,0.054666
1374,0,0.053174
1375,0,0.053901
1376,0,0.052251
1377,0,0.052824
1378,0,0.053216
1379,0,0.056155
1380,0,0.053752
1381,0,0.056569
1382,0,0.056824
1383,0,0.053932
1384,0,0.053241
1385,0,0.053505
1386,0,0.053689
1387,0,0.05411
1388,0,0.055408
1389,0,0.059381
1390,0,0.054439
1391,0,0.053963
1392,0,0.056037
1393,0,0.055949
1394,0,0.055755
1395,0,0.067647
1396,0,0.05569
1397,0,0.054799
1398,0,0.169996
1399,0,0.158427
1400,0,0.147594
1401,0,0.147673
1402,0,0.154159
1403,0,0.15077
1404,0,0.160646
1405,0,0.151082
1406,0,0.15244
1407,0,0.150078
1408,0,0.157568
1409,0,0.152359
1410,0,0.153657
1411,0,0.15564
1412,0,0.147522
1413,0,0.149693
1414,0,0.157816
1415,0,0.156928
1416,0,0.15686
1417,0,0.149971
1418,0,0.152171
1419,0,0.152829
1420,0,0.150949
1421,0,0.150121
1422,0,0.150542
1423,0,0.145474
1424,0,0.14772
1425,0,0.163205
1426,0,0.148715
1427,0,0.150209
1428,0,0.150033
1429,0,0.153942
1430,0,0.148163
1431,0,0.06134
1432,0,0.057093
1433,0,0.05852
1434,0,0.055197
1435,0,0.054872
1436,0,0.056487
1437,0,0.068595
1438,0,0.067001
1439,0,0.151076
1440,0,0.166892
1441,0,0.171935
1442,0,0.161239
1443,0,0.163657
1444,0,0.170985
1445,0,0.165083
1446,0,0.166904
1447,0,0.158407
1448,0,0.15491
1449,0,0.198315
1450,0,0.186818
1451,0,0.119235
1452,0,0.199934
1453,0,0.173769
1454,0,0.243273
1455,0,0.172488
1456,0,0.15726
1457,0,0.183901
1458,0,0.1727
1459,0,0.244216
1460,0,0.181479
1461,0,0.185365
1462,0,0.163345
1463,0,0.164948
1464,0,0.165243
1465,0,0.182007
1466,0,0.164234
1467,0,0.164848
1468,0,0.177554
1469,0,0.156985
1470,0,0.170135
1471,0,0.164074
1472,0,0.170971
1473,0,0.255939
1474,0,0.159382
1475,0,0.145525
1476,0,0.165337
1477,0,0.173285
1478,0,0.166825
1479,0,0.177836
1480,0,0.169157
1481,0,0.163492
1482,0,0.163274
1483,0,0.179536
1484,0,0.143163
1485,0,0.13891
1486,0,0.152707
1487,0,0.153506
1488,0,0.144951
1489,0,0.145916
1490,0,0.16203
1491,0,0.14383
1492,0,0.21833
1493,0,0.145327
1494,0,0.156747
1495,0,0.148317
